breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	90	0.120799	0.024936	0.028579	0.027308	0.036999	0.025312	0.019005	0.024407	0.034814	0.030194	0.01656	0.021446	0.034333	0.033606	0.046431	0.028468	-0.024892	-0.029545	-0.031855	0.000614	0.001409	0.001282	0.000689	0.001412	0.001281	0.001009	0.001236	0.001733
fetal_kidney	100	0.121832	0.023857	0.028836	0.024764	0.022565	0.024436	0.024373	0.03106	0.021051	0.030601	0.021929	0.020245	0.036831	0.028357	0.038361	0.019812	-0.016064	-0.008492	-0.008352	0.000424	0.000665	0.001012	0.000404	0.000335	0.001195	0.000535	0.000972	0.001649
fetal_lung	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_lung	10	0.170723	0.007055	-0.014201	-0.004989	0.032854	0.061597	0.012326	-0.031825	0.019362	0.06989	0.033955	0.027824	0.027492	0.026802	0.021598	0.005649	-0.069773	-0.073154	-0.065347	0.002772	0.003147	0.001994	0.002995	0.002737	0.003037	0.002924	0.00242	0.002316
fetal_lung	20	0.163543	0.048032	0.038926	0.033231	0.06594	0.052794	0.060205	0.039174	0.062647	0.049212	0.055848	0.049775	0.078298	0.04423	0.06386	0.045952	-0.064588	-0.06232	-0.067279	0.001454	0.001586	0.001351	0.001763	0.001434	0.001435	0.00181	0.003687	0.001031
fetal_lung	30	0.150069	0.047417	0.046258	0.042493	0.083605	0.060087	0.076214	0.051101	0.082749	0.044932	0.045544	0.06756	0.068553	0.084913	0.077182	0.057782	-0.06466	-0.062095	-0.062144	0.000647	0.000444	0.000683	0.001686	0.000612	0.000667	0.001481	0.001977	0.001745
fetal_lung	40	0.140543	0.044112	0.036412	0.055794	0.05292	0.048002	0.064009	0.038123	0.058996	0.072128	0.03811	0.030756	0.044693	0.053131	0.070541	0.0309	-0.060663	-0.061319	-0.061553	0.000669	0.000538	0.000482	0.000929	0.00074	0.001294	0.001359	0.00219	0.000892
fetal_lung	50	0.134448	0.030981	0.056125	0.044926	0.040604	0.034732	0.035894	0.029219	0.054718	0.052718	0.03949	0.035294	0.059097	0.043358	0.061698	0.050824	-0.059498	-0.058676	-0.060273	0.000685	0.000609	0.000152	0.000643	0.000854	0.000569	0.000317	0.002065	0.000729
fetal_lung	60	0.128537	0.033761	0.044859	0.042428	0.046026	0.031382	0.03232	0.026302	0.03104	0.053687	0.024478	0.028248	0.037086	0.038564	0.044726	0.036	-0.050661	-0.04825	-0.050865	-0.000206	-5.1e-05	0.000341	0.000736	0.000943	0.000551	-4e-05	0.000407	0.000429
fetal_lung	70	0.116693	0.032767	0.033779	0.037605	0.049487	0.022494	0.030652	0.030093	0.040372	0.041446	0.034212	0.031778	0.026925	0.035366	0.032998	0.041209	-0.051851	-0.049013	-0.051557	-0.000217	-0.000109	-0.000192	0.000629	0.00123	-1.7e-05	0.000527	0.00117	0.000229
fetal_lung	80	0.116038	0.021591	0.031324	0.02537	0.035193	0.021505	0.029348	0.02582	0.029744	0.050345	0.022054	0.022965	0.027157	0.025117	0.039833	0.031314	-0.047146	-0.046376	-0.04567	-8.1e-05	-0.000327	-0.000316	0.000501	0.000679	0.000326	0.000279	0.001135	0.001164
fetal_lung	90	0.110612	0.025243	0.017303	0.025121	0.024395	0.017019	0.018726	0.018039	0.03041	0.026005	0.017144	0.022571	0.027251	0.026326	0.033633	0.020597	-0.048279	-0.04645	-0.049293	-0.000377	-3.6e-05	-0.000243	0.000538	-7.4e-05	0.000192	-0.000443	0.000898	0.000928
fetal_lung	100	0.107158	0.01899	0.021935	0.020323	0.027524	0.016378	0.027988	0.016358	0.021275	0.033279	0.022625	0.02304	0.021433	0.02332	0.029524	0.016858	-0.04596	-0.044277	-0.045161	-0.000296	-0.000291	-5.1e-05	-0.000253	0.000757	0.000579	-0.000409	0.001073	0.00044
fetal_muscle	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle	10	0.290601	0.112448	0.17238	0.11374	0.08354	0.103542	0.128644	0.100568	0.16161	0.169129	0.147355	0.089023	0.158875	0.170439	0.152692	0.159525	-0.010128	-0.010211	-0.017094	0.000655	0.001151	0.000469	0.000572	0.0008	0.00043	-0.000562	-0.002158	-0.001802
fetal_muscle	20	0.288541	0.17328	0.200815	0.143953	0.220456	0.204124	0.208308	0.171849	0.16462	0.207792	0.181199	0.200792	0.215606	0.198304	0.209787	0.221952	-0.014583	-0.014621	-0.015172	0.000406	0.000616	0.00061	0.000607	0.001164	0.001281	-0.000511	0.000845	-0.000866
fetal_muscle	30	0.274994	0.175184	0.175423	0.195545	0.215731	0.19643	0.185828	0.207532	0.165608	0.226041	0.191417	0.210559	0.21749	0.200134	0.21997	0.202784	-0.012484	-0.014079	-0.01071	0.000191	-6.9e-05	0.000225	-0.000247	-0.000158	0.001663	-0.000861	0.000641	-0.000231
fetal_muscle	40	0.265487	0.159851	0.151533	0.180177	0.200571	0.170316	0.190509	0.172192	0.179031	0.209901	0.162877	0.177618	0.179408	0.171163	0.209345	0.192678	-0.011561	-0.011229	-0.012976	0.000335	-0.000175	0.00054	-0.000304	-0.000328	0.000541	-0.00055	0.001277	-0.000929
fetal_muscle	50	0.247169	0.140823	0.129563	0.17084	0.14254	0.135057	0.194063	0.18696	0.159495	0.177689	0.145844	0.159506	0.167881	0.186055	0.169572	0.174581	-0.012218	-0.014406	-0.01297	0.000261	0.000112	-0.000208	-9.3e-05	-0.000887	0.000869	-0.00076	0.000894	-0.000451
fetal_muscle	60	0.240978	0.153084	0.144947	0.141167	0.164383	0.127127	0.154452	0.141012	0.142784	0.182197	0.148176	0.158539	0.16266	0.169994	0.169083	0.15256	-0.013799	-0.015845	-0.013775	-0.000104	6.5e-05	-0.000337	-0.000757	-0.000971	0.001139	-4.7e-05	0.000383	-0.000971
fetal_muscle	70	0.225699	0.122965	0.123684	0.121013	0.133131	0.130708	0.154583	0.142866	0.114111	0.159687	0.128919	0.126871	0.131657	0.14327	0.150019	0.144819	-0.015173	-0.012604	-0.012849	-4.7e-05	-0.000703	-0.000482	-0.001005	-0.00064	0.000857	-0.000734	0.000299	-0.000809
fetal_muscle	80	0.22541	0.111867	0.134724	0.108465	0.139067	0.10929	0.108236	0.124668	0.099332	0.137542	0.12602	0.139367	0.145443	0.132068	0.139941	0.135565	-0.013186	-0.015232	-0.014045	-0.000475	-0.000256	-0.000215	-0.000636	-0.000991	0.000407	-0.000771	0.000202	-0.000559
fetal_muscle	90	0.214361	0.120795	0.091061	0.122715	0.128419	0.101379	0.11413	0.101524	0.100518	0.126665	0.118215	0.123719	0.121604	0.120408	0.151028	0.108557	-0.01321	-0.012775	-0.015786	-3.4e-05	-0.00018	-0.000546	-0.000557	-0.001111	0.000641	-0.00064	-8.3e-05	-0.001486
fetal_muscle	100	0.202241	0.076588	0.113346	0.087713	0.11441	0.102728	0.115122	0.105725	0.09634	0.090952	0.09899	0.103679	0.118726	0.124631	0.130497	0.10461	-0.014573	-0.001282	-0.017381	-0.000433	-0.000667	-0.000454	-0.000687	-0.001359	0.000418	-0.000652	-0.000185	-0.00037
fetal_muscle_arm	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_arm	10	0.213989	0.046383	0.052008	0.042444	0.058109	0.069966	0.01072	0.047208	0.059053	0.045304	0.054708	0.071025	0.043852	0.043544	0.030649	0.025492	-0.020238	-0.015764	-0.03427	0.004303	0.004614	0.00493	0.004682	0.004022	0.00481	0.007873	-0.000481	0.00456
fetal_muscle_arm	20	0.208908	0.063865	0.115949	0.061652	0.100258	0.091637	0.05476	0.081511	0.091641	0.069269	0.046259	0.129134	0.071767	0.119182	0.134901	0.07227	-0.037111	-0.037989	-0.039426	0.002027	0.001491	0.002027	0.001042	0.001162	0.002458	0.004137	9.5e-05	0.003279
fetal_muscle_arm	30	0.195551	0.051309	0.106747	0.107063	0.106626	0.093499	0.105759	0.066656	0.08362	0.055581	0.062836	0.108025	0.115665	0.120564	0.122125	0.056498	-0.037451	-0.039778	-0.041641	0.002548	0.00201	0.002095	0.000436	0.000965	0.001683	0.001462	0.000607	0.00255
fetal_muscle_arm	40	0.191993	0.045061	0.068623	0.093241	0.082328	0.070261	0.100251	0.065816	0.080888	0.048947	0.095712	0.094525	0.084651	0.118178	0.092402	0.084917	-0.040658	-0.038237	-0.038813	0.002385	0.000968	0.002049	0.000457	0.000337	0.001986	0.001079	0.00105	0.002979
fetal_muscle_arm	50	0.182978	0.053079	0.053752	0.085631	0.078488	0.053569	0.076538	0.085885	0.080382	0.07692	0.081516	0.081806	0.10887	0.094671	0.105337	0.066426	-0.038441	-0.039052	-0.039756	0.001394	0.001075	0.001955	0.00047	0.000611	0.002163	0.000588	0.000359	0.002704
fetal_muscle_arm	60	0.171246	0.05939	0.064189	0.070694	0.074792	0.048538	0.069411	0.061684	0.067471	0.04942	0.069853	0.072673	0.080106	0.092129	0.098166	0.058794	-0.038297	-0.039648	-0.037882	0.000986	0.000852	0.001357	0.000773	0.000467	0.00144	0.001178	-0.000508	0.00361
fetal_muscle_arm	70	0.167052	0.060362	0.061932	0.05091	0.064828	0.055194	0.063275	0.071629	0.063715	0.069933	0.054898	0.076856	0.078878	0.066865	0.084213	0.02573	-0.038836	-0.037374	-0.039343	0.000765	0.000959	0.001803	0.000395	0.000793	0.000799	0.000763	-5.9e-05	0.001896
fetal_muscle_arm	80	0.156006	0.058458	0.054358	0.052199	0.071649	0.043263	0.05668	0.064574	0.064048	0.054326	0.04762	0.058037	0.058128	0.05238	0.067725	0.039087	-0.020896	-0.039126	-0.0366	0.000769	0.000915	0.000893	0.000145	4.3e-05	0.000249	0.000713	0.000268	0.002321
fetal_muscle_arm	90	0.151058	0.046552	0.054059	0.05378	0.063555	0.03712	0.043609	0.052307	0.068686	0.053765	0.027001	0.055965	0.045397	0.058239	0.060986	0.03286	-0.036948	-0.037244	-0.022262	0.000621	0.000124	0.000845	0.000211	0.000234	-1.5e-05	0.000266	-0.000803	0.002797
fetal_muscle_arm	100	0.143523	0.029881	0.042125	0.043256	0.062298	0.036944	0.048048	0.03997	0.058733	0.045185	0.037963	0.04165	0.04867	0.041822	0.053725	0.035748	-0.020631	-0.025933	-0.042456	0.000432	0.00025	0.000885	-0.000118	0.000165	-0.000138	-1.6e-05	-0.000231	0.002073
fetal_muscle_back	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_back	10	0.234387	0.058874	0.058467	0.06739	0.071242	0.117221	0.042918	0.051773	0.088435	0.104577	0.051998	0.120874	0.115516	0.156241	0.088759	0.103564	-0.040972	-0.036949	-0.037485	0.000358	0.000546	0.00136	0.001312	0.001779	0.001589	0.00035	0.000113	-0.001997
fetal_muscle_back	20	0.230246	0.151761	0.119062	0.13824	0.099443	0.137098	0.151062	0.089637	0.13107	0.146339	0.150385	0.171322	0.16417	0.166552	0.083326	0.152542	-0.044149	-0.044958	-0.044764	0.001213	0.000857	0.001065	0.001582	0.001229	0.000551	-0.000119	0.000864	-0.000528
fetal_muscle_back	30	0.223147	0.123559	0.130613	0.140278	0.1215	0.165709	0.136895	0.097498	0.123183	0.152208	0.090674	0.151442	0.147676	0.165305	0.111932	0.151814	-0.044471	-0.045124	-0.043795	0.001072	0.0009	0.000496	0.000602	0.000665	0.000815	0.000251	0.001368	-0.000486
fetal_muscle_back	40	0.215581	0.117016	0.112172	0.105761	0.11057	0.141021	0.09484	0.105479	0.101788	0.156401	0.068855	0.11574	0.101689	0.138206	0.120854	0.137256	-0.045617	-0.043885	-0.044992	0.00041	0.000432	0.000633	0.000487	0.000547	0.000613	0.000716	0.000367	-1.3e-05
fetal_muscle_back	50	0.202804	0.114448	0.09876	0.076378	0.103706	0.100538	0.127991	0.08224	0.098786	0.120417	0.097861	0.113564	0.099301	0.107409	0.141072	0.110242	-0.043124	-0.042964	-0.04366	-0.00024	0.000457	7e-06	0.00053	0.000342	0.000285	0.001168	0.001319	0.000454
fetal_muscle_back	60	0.195657	0.084449	0.096776	0.090659	0.101867	0.100078	0.093264	0.092817	0.09064	0.118022	0.089088	0.093102	0.126113	0.098173	0.11347	0.08019	-0.043416	-0.043291	-0.04263	-0.000539	0.000464	5.2e-05	-5.4e-05	-0.000242	-0.000601	0.00046	-0.000198	0.000487
fetal_muscle_back	70	0.18897	0.079564	0.075332	0.084762	0.08395	0.084977	0.087897	0.09233	0.089322	0.11074	0.07771	0.090644	0.084236	0.108278	0.109466	0.091757	-0.042072	-0.042307	-0.043318	-0.000306	-0.000218	-0.000189	0.000437	-0.000122	-0.000369	0.000627	0.000349	0.001312
fetal_muscle_back	80	0.175938	0.049426	0.063754	0.070414	0.075712	0.063238	0.076488	0.072422	0.064579	0.103856	0.059884	0.083013	0.08462	0.092695	0.07298	0.068809	-0.041561	-0.042818	-0.043029	-0.000431	0.000214	-0.000138	9.9e-05	-0.000207	-0.000342	0.000686	0.000505	0.001504
fetal_muscle_back	90	0.167396	0.064999	0.069454	0.060172	0.075655	0.062296	0.06471	0.055041	0.067065	0.094881	0.056122	0.087537	0.069477	0.078379	0.08968	0.066108	-0.044208	-0.02549	-0.043143	-0.000167	-0.000279	-0.000298	-8.6e-05	-0.000535	-0.00057	0.000659	0.00099	0.000401
fetal_muscle_back	100	0.160347	0.062404	0.05655	0.061448	0.075859	0.051127	0.063025	0.072468	0.056333	0.083534	0.055108	0.062759	0.064519	0.075711	0.069324	0.065068	-0.041944	-0.028077	-0.033773	-0.000504	-0.000256	-1.7e-05	-0.000489	-0.000183	-0.000307	0.000446	0.000417	0.001075
fetal_muscle_leg	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_leg	10	0.22249	-0.000809	0.091826	0.05319	0.07386	0.035382	0.079594	0.049028	0.063398	0.065163	0.054789	0.078562	0.087049	0.068645	0.07703	0.077194	-0.044882	-0.044882	-0.044882	0.007906	0.008136	0.007783	0.007565	0.008256	0.009422	0.005346	0.005935	0.006175
fetal_muscle_leg	20	0.225841	0.130291	0.142667	0.049369	0.109507	0.088079	0.124198	0.112506	0.127356	0.131852	0.081437	0.090717	0.123016	0.140386	0.102178	0.123681	-0.048096	-0.049263	-0.049046	0.00537	0.00505	0.005706	0.005546	0.008447	0.007384	0.003708	0.003339	0.0027
fetal_muscle_leg	30	0.198453	0.113528	0.144649	0.095915	0.101572	0.105585	0.115233	0.104982	0.107288	0.131751	0.11228	0.119534	0.131812	0.136526	0.107558	0.129964	-0.048855	-0.04807	-0.05027	0.005069	0.004119	0.005246	0.004393	0.00493	0.004933	0.003807	0.002988	0.002531
fetal_muscle_leg	40	0.18978	0.112255	0.118166	0.084718	0.097502	0.096383	0.107425	0.103566	0.101516	0.14141	0.115261	0.106643	0.120436	0.107504	0.120118	0.117894	-0.04769	-0.049458	-0.046539	0.003682	0.00413	0.004276	0.004275	0.004895	0.005312	0.00155	0.003503	0.000732
fetal_muscle_leg	50	0.182097	0.072466	0.096341	0.078928	0.080079	0.08156	0.10203	0.077264	0.095668	0.125547	0.098656	0.092603	0.115634	0.09611	0.092606	0.098923	-0.049766	-0.035315	-0.012292	0.003307	0.00351	0.003112	0.003995	0.004803	0.0031	0.002118	0.002562	0.001892
fetal_muscle_leg	60	0.171697	0.080324	0.075432	0.072072	0.061706	0.08217	0.063087	0.06163	0.066856	0.098044	0.055066	0.072801	0.073176	0.082214	0.105307	0.06062	-0.015327	-0.039181	-0.039557	0.002686	0.002777	0.002421	0.00365	0.003804	0.002966	0.001536	0.00256	0.000759
fetal_muscle_leg	70	0.164755	0.069209	0.065181	0.071099	0.058214	0.062106	0.075798	0.06332	0.068353	0.099138	0.057327	0.056288	0.073907	0.072124	0.075072	0.055322	-0.019082	-0.032546	-0.030787	0.003156	0.001735	0.00293	0.002205	0.003956	0.003072	0.001567	0.001748	0.002241
fetal_muscle_leg	80	0.155553	0.050626	0.065916	0.057739	0.065196	0.053275	0.057208	0.052019	0.052224	0.062411	0.052213	0.05286	0.057438	0.054175	0.057307	0.046919	-0.0121	-0.011225	-0.018934	0.00261	0.002581	0.001844	0.002048	0.002804	0.002686	0.00109	0.001695	6.4e-05
fetal_muscle_leg	90	0.150092	0.045127	0.052432	0.050211	0.065265	0.045915	0.052055	0.051908	0.061324	0.075282	0.049366	0.056155	0.056895	0.045784	0.065997	0.049156	-0.012674	-0.008206	-0.010365	0.002256	0.001403	0.001913	0.002318	0.002555	0.003081	0.001251	0.002315	0.000144
fetal_muscle_leg	100	0.141348	0.046337	0.049802	0.049487	0.062697	0.034384	0.045401	0.044631	0.054383	0.05661	0.041901	0.053787	0.04607	0.056086	0.063469	0.048144	-0.012592	-0.011658	-0.010344	0.001565	0.001349	0.001509	0.001292	0.001888	0.003012	0.001264	0.002009	0.001346
fetal_muscle_lower_limb	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_lower_limb	10	0.438892	0.280248	0.295082	0.254351	0.268319	0.347258	0.318311	0.350698	0.316596	0.308661	0.38773	0.344072	0.317936	0.30677	0.276513	0.28419	0.007265	0.038014	0.011476	0.001548	0.001676	0.000172	0.000814	-0.000267	-9.9e-05	0.003292	0.00172	-0.000111
fetal_muscle_lower_limb	20	0.42961	0.303651	0.341549	0.370075	0.307772	0.354379	0.363825	0.367471	0.377885	0.352754	0.359085	0.402767	0.342714	0.358135	0.374808	0.319693	0.011004	0.005505	0.016693	0.000219	-0.000349	0.000538	-0.00061	-6.9e-05	-3e-05	0.000933	0.00063	0.00032
fetal_muscle_lower_limb	30	0.425384	0.351903	0.334261	0.358941	0.314376	0.402204	0.389975	0.398093	0.368779	0.380567	0.359976	0.377633	0.38407	0.400636	0.368723	0.372452	0.007396	0.008459	0.014067	-0.001123	-0.000491	-9.8e-05	-0.000631	-0.000749	-0.000931	0.000788	-0.000138	0.000326
fetal_muscle_lower_limb	40	0.426765	0.322904	0.338109	0.367185	0.333214	0.371025	0.355725	0.386886	0.362884	0.360611	0.367428	0.391734	0.372598	0.365525	0.364085	0.377851	0.00362	0.00515	0.006257	-0.00074	-0.00116	-0.000373	-0.001342	-0.00053	-0.000465	-0.000137	-0.000763	0.000178
fetal_muscle_lower_limb	50	0.407278	0.314304	0.337404	0.332089	0.333146	0.345639	0.373505	0.358176	0.350865	0.360249	0.358308	0.357701	0.370625	0.378551	0.360052	0.354364	0.002256	0.001779	0.004356	-0.000982	-0.000376	-0.000594	-0.001054	-0.000944	-0.000889	-0.00055	-0.000661	-0.0001
fetal_muscle_lower_limb	60	0.396576	0.298391	0.311516	0.319598	0.346441	0.327101	0.347809	0.358568	0.348195	0.344772	0.33901	0.346599	0.339404	0.360176	0.329684	0.315077	0.003682	0.001666	0.001208	-0.000694	-0.000419	-0.000847	-0.001523	-0.000836	-0.000357	-0.000525	-0.00055	5.4e-05
fetal_muscle_lower_limb	70	0.384033	0.306251	0.273829	0.313723	0.28534	0.292072	0.316775	0.323174	0.313238	0.305272	0.312408	0.310997	0.327616	0.321718	0.312223	0.286124	-0.001241	0.000189	0.0001	-0.000911	-0.000499	-0.000969	-0.001279	-0.001337	-0.000929	-0.00078	-0.000278	-0.000736
fetal_muscle_lower_limb	80	0.360541	0.296859	0.261445	0.279531	0.279151	0.293678	0.306256	0.295378	0.306312	0.290439	0.279025	0.307334	0.279234	0.313078	0.290314	0.279122	-0.000643	0.000325	0.003141	-0.001188	-0.000665	-0.000504	-0.001511	-0.001508	-0.001075	-0.000923	-0.00105	-0.000381
fetal_muscle_lower_limb	90	0.350261	0.241692	0.24109	0.271625	0.258048	0.245369	0.273902	0.277938	0.244146	0.28468	0.218519	0.28764	0.281014	0.285524	0.297396	0.271144	0.003478	0.000795	0.000999	-0.000757	-0.001093	-0.0009	-0.00101	-0.001412	-0.001039	-0.001231	-0.001563	-0.001452
fetal_muscle_lower_limb	100	0.335724	0.267192	0.216727	0.246355	0.251814	0.255943	0.250913	0.271152	0.270375	0.25907	0.261191	0.286088	0.280747	0.27737	0.24955	0.234624	0.002325	0.001059	0.003452	-0.000798	-0.001051	-0.001068	-0.001132	-0.001225	-0.00114	-0.00123	-0.001074	-6.9e-05
fetal_muscle_trunk	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_trunk	10	0.273342	0.078785	0.121854	0.07918	0.085046	0.104496	0.082789	0.09562	0.089173	0.064034	0.107222	0.14809	0.138769	0.111992	0.134133	0.049048	-0.06055	-0.059322	-0.062399	0.009288	0.002755	0.002035	0.00913	0.008591	0.008663	0.003316	-0.009234	-0.005841
fetal_muscle_trunk	20	0.292912	0.132521	0.172673	0.11815	0.136042	0.127959	0.128192	0.179201	0.156267	0.131321	0.146868	0.153087	0.180138	0.176775	0.190608	0.09812	-0.067625	-0.069263	-0.06822	0.004694	0.004777	0.004105	0.00289	0.001781	0.002391	0.002391	-0.00575	-0.003014
fetal_muscle_trunk	30	0.285559	0.159845	0.171256	0.161424	0.156284	0.176083	0.15242	0.190487	0.161352	0.14015	0.160999	0.212136	0.172942	0.207871	0.219231	0.159595	-0.063793	-0.069516	-0.068413	0.00426	0.002413	0.002477	0.003213	0.002445	0.00268	0.002049	-0.003748	-0.001877
fetal_muscle_trunk	40	0.262695	0.177869	0.187714	0.177993	0.178376	0.1894	0.153162	0.196777	0.186336	0.169302	0.139185	0.214988	0.19279	0.198943	0.198389	0.197894	-0.066849	-0.067433	-0.067666	0.003789	0.002499	0.002761	0.00293	0.001952	0.00206	0.000984	-0.002118	-0.002483
fetal_muscle_trunk	50	0.251065	0.193642	0.154968	0.163183	0.157217	0.166375	0.154637	0.17719	0.189761	0.178221	0.153055	0.193633	0.158454	0.17894	0.200163	0.189107	-0.06591	-0.068771	-0.06729	0.003924	0.001587	0.002696	0.002718	0.002465	0.002763	0.001535	-0.003453	-0.000524
fetal_muscle_trunk	60	0.245178	0.157403	0.136862	0.180753	0.153908	0.149937	0.162776	0.133223	0.127151	0.1714	0.121685	0.16964	0.160454	0.187872	0.175169	0.156133	-0.065457	-0.06773	-0.067005	0.003648	0.001884	0.001336	0.002256	0.00246	0.002656	0.00133	0.000924	0.00015
fetal_muscle_trunk	70	0.24285	0.142339	0.132527	0.124162	0.135589	0.116012	0.155102	0.13491	0.13159	0.168556	0.10784	0.147632	0.123317	0.152742	0.168516	0.11673	-0.06449	-0.0657	-0.066414	0.003937	0.002	0.002246	0.002261	0.001031	0.002536	0.000642	-0.002362	-0.000906
fetal_muscle_trunk	80	0.227439	0.119309	0.137566	0.129166	0.132444	0.118276	0.120126	0.112359	0.127052	0.119937	0.115186	0.149226	0.147436	0.148215	0.134886	0.128108	-0.064739	-0.040483	-0.065102	0.00282	0.00093	0.001879	0.00209	0.001738	0.001506	-9.2e-05	-0.001957	1.6e-05
