breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_testes	60	0.52875	0.249253	0.505851	0.525835	0.516846	0.52695	0.519862	0.521983	0.541926	0.526245	0.533424	0.542425	0.547866	0.547525	0.549939	0.544607	0.539458	0.541083	0.549208	0.560797	0.292604	0.348224	0.323127	0.300637	0.340473	0.333401	0.265878	0.248946	0.239969
fetal_testes	70	0.513314	0.263194	0.51256	0.512075	0.50013	0.51231	0.521072	0.531492	0.53465	0.525765	0.536101	0.543717	0.545419	0.537374	0.540919	0.537089	0.542241	0.555154	0.558964	0.561294	0.296187	0.331428	0.314032	0.297643	0.330277	0.333327	0.254493	0.260351	0.245757
fetal_testes	80	0.518067	0.25897	0.523038	0.527173	0.514369	0.515448	0.51469	0.525573	0.538821	0.536387	0.535535	0.532365	0.530135	0.538684	0.54252	0.526089	0.544972	0.560621	0.560057	0.542367	0.2886	0.323846	0.305492	0.279439	0.333532	0.338259	0.254854	0.235227	0.215502
fetal_testes	90	0.503305	0.268734	0.506106	0.507287	0.511283	0.524456	0.508205	0.522883	0.524115	0.515696	0.524923	0.511069	0.522358	0.522016	0.521584	0.529864	0.537344	0.554346	0.549939	0.547056	0.2748	0.323846	0.316473	0.287259	0.307515	0.328797	0.266887	0.242692	0.236317
fetal_testes	100	0.497874	0.243541	0.505251	0.500372	0.49863	0.515077	0.486486	0.499491	0.519953	0.510901	0.511094	0.517372	0.528221	0.525937	0.513269	0.513598	0.519582	0.554716	0.54634	0.548286	0.252686	0.306249	0.305903	0.280801	0.298813	0.328073	0.243164	0.202267	0.184281

fetal_thymus	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_thymus	10	0.198053	0.047902	0.299037	0.298129	0.304167	0.279131	0.293143	0.292321	0.282635	0.302503	0.26616	0.310901	0.319468	0.281293	0.326181	0.303381	0.295777	0.299014	0.29812	0.312758	-0.072055	-0.044194	-0.017513	-0.065345	-0.0407	-0.067301	-0.105079	-0.111762	-0.093127
fetal_thymus	20	0.276976	0.019108	0.314448	0.301581	0.310003	0.303403	0.302051	0.311091	0.310093	0.298018	0.300435	0.294191	0.310068	0.30245	0.310166	0.299211	0.309993	0.307959	0.300721	0.306607	-0.057031	0.02629	0.009253	-0.022376	-0.012639	0.016107	-0.010557	-0.021069	-0.020815
fetal_thymus	30	0.245342	0.025282	0.309783	0.291812	0.307533	0.299137	0.300177	0.298667	0.274853	0.292316	0.298534	0.291602	0.306406	0.27545	0.298396	0.30474	0.311821	0.323227	0.311639	0.310081	-0.006415	0.025005	0.032983	0.014429	0.006675	0.029531	0.008129	0.005747	-0.00675
fetal_thymus	40	0.261027	0.042314	0.286783	0.297617	0.290624	0.28119	0.291395	0.302304	0.279197	0.293597	0.288662	0.29226	0.275908	0.286291	0.281008	0.300802	0.297069	0.320404	0.309162	0.313108	-0.003201	0.027765	0.032322	0.002441	0.025117	0.030201	0.03342	0.013096	0.006663
fetal_thymus	50	0.245539	0.04254	0.279607	0.275339	0.286473	0.273844	0.290214	0.282879	0.279706	0.279962	0.287852	0.273889	0.282215	0.279159	0.272384	0.273596	0.286386	0.315249	0.303101	0.317432	-0.008093	0.040096	0.022426	0.017846	0.023406	0.034327	0.024952	0.004968	0.016466
fetal_thymus	60	0.240944	0.044179	0.262384	0.265201	0.263741	0.269301	0.279349	0.261523	0.267596	0.258467	0.267367	0.279369	0.281775	0.274596	0.272798	0.279979	0.282287	0.313078	0.302802	0.298324	0.000335	0.031176	0.035504	0.011008	0.023763	0.02633	0.03348	0.006168	0.00951
fetal_thymus	70	0.24106	0.038802	0.255124	0.262284	0.24518	0.269029	0.257904	0.251069	0.266944	0.249342	0.267754	0.227823	0.253803	0.248484	0.26514	0.270218	0.271096	0.299732	0.285199	0.290796	0.004473	0.039589	0.027279	0.014587	0.023473	0.036655	0.03023	0.016359	0.001448
fetal_thymus	80	0.233255	0.044754	0.242683	0.260819	0.252092	0.254576	0.254336	0.24044	0.252086	0.263279	0.259179	0.237617	0.262329	0.26217	0.258242	0.269583	0.263275	0.291559	0.295691	0.277588	0.004995	0.037551	0.025258	0.015881	0.031643	0.031158	0.0342	0.023689	0.007475
fetal_thymus	90	0.21764	-0.013789	0.23275	0.245186	0.247447	0.235002	0.242701	0.241668	0.252788	0.247887	0.254712	0.242583	0.261121	0.255146	0.258589	0.270912	0.243545	0.276882	0.294439	0.290979	0.007705	0.034964	0.031166	0.021524	0.030035	0.032722	0.028378	0.011177	0.009178
fetal_thymus	100	0.224227	-0.013396	0.222395	0.231351	0.230994	0.23308	0.233579	0.240676	0.22718	0.239343	0.234302	0.240614	0.240492	0.242883	0.242363	0.251405	0.263793	0.262679	0.257014	0.276447	0.009183	0.037198	0.026697	0.019538	0.019554	0.030535	0.031586	0.01297	0.028425

fibroblast	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fibroblast	10	0.236156	0.036129	0.313279	0.28965	0.304703	0.300728	0.291432	0.323183	0.321808	0.307259	0.321565	0.30499	0.310694	0.300812	0.311579	0.304977	0.315607	0.280198	0.305747	0.283381	-0.03654	-0.099804	-0.031492	-0.068791	-0.053206	-0.038602	-0.112769	-0.042013	-0.042875
fibroblast	20	0.273992	0.020841	0.316826	0.303412	0.306119	0.314147	0.305782	0.323068	0.320403	0.318456	0.320412	0.313959	0.325985	0.314582	0.316267	0.26377	0.296191	0.339881	0.300866	0.320043	0.013107	-0.032787	0.028159	-0.031308	0.007532	0.026094	-0.005493	-0.006731	-0.029
fibroblast	30	0.260959	0.031511	0.297245	0.296663	0.296422	0.294364	0.284444	0.302211	0.312368	0.313784	0.301601	0.296558	0.291701	0.303014	0.313971	0.289055	0.28628	0.324453	0.32046	0.298454	0.023034	-0.00319	0.032964	0.005526	0.01695	0.037235	0.003311	-0.014268	-0.007883
fibroblast	40	0.259914	0.034353	0.305906	0.279545	0.285025	0.291877	0.286708	0.290368	0.301686	0.308671	0.295269	0.290319	0.29173	0.301043	0.293453	0.248427	0.284325	0.323093	0.331486	0.306563	0.034326	-0.000325	0.043267	0.008061	0.027324	0.03809	0.010627	0.004414	-0.013992
fibroblast	50	0.262139	0.039474	0.284154	0.273593	0.284892	0.286205	0.275253	0.283268	0.283513	0.282789	0.276225	0.287963	0.28829	0.299627	0.29539	0.226242	0.271473	0.308171	0.321079	0.320301	0.038531	0.007562	0.046812	0.016735	0.036594	0.03862	0.014092	0.010453	0.008184
fibroblast	60	0.25685	0.044525	0.271729	0.263862	0.279909	0.267526	0.272762	0.282447	0.269424	0.277355	0.281083	0.289046	0.275236	0.28251	0.289255	0.240227	0.256471	0.312659	0.292279	0.3162	0.038128	0.00932	0.041583	0.02693	0.035172	0.045977	0.005404	0.009966	0.018891
fibroblast	70	0.243601	0.047763	0.264157	0.257811	0.262259	0.273011	0.260559	0.263219	0.269056	0.254807	0.265313	0.273556	0.261303	0.263073	0.275242	0.241022	0.239128	0.299989	0.304661	0.286918	0.032118	0.005496	0.050893	0.022121	0.02882	0.047657	0.011181	0.019388	0.007396
fibroblast	80	0.23832	0.053104	0.262441	0.244118	0.238035	0.270183	0.257455	0.253728	0.266329	0.261071	0.255357	0.254959	0.282385	0.268864	0.270074	0.273285	0.264136	0.277411	0.293505	0.289924	0.032972	0.007735	0.048885	0.030285	0.027749	0.04167	0.003761	0.012879	0.011132
fibroblast	90	0.232957	-0.016328	0.254806	0.245674	0.245481	0.245948	0.25046	0.264013	0.248269	0.250085	0.266374	0.261949	0.262938	0.265458	0.258228	0.190343	0.25149	0.254452	0.299281	0.291035	0.026708	0.006839	0.043988	0.029131	0.039165	0.047797	0.014328	0.024095	0.002096
fibroblast	100	0.227683	-0.023572	0.229675	0.237964	0.24825	0.262017	0.236084	0.229883	0.258699	0.239539	0.244515	0.245185	0.24553	0.245548	0.251983	0.210437	0.230358	0.256127	0.285995	0.295549	0.031734	0.012932	0.045743	0.034592	0.031286	0.045149	0.013779	0.008872	0.012353

fibroblasts_fetal_skin_abdomen	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fibroblasts_fetal_skin_abdomen	10	0.359996	0.092319	0.464283	0.431203	0.440533	0.386415	0.434525	0.452434	0.453234	0.477634	0.462651	0.446295	0.454381	0.481622	0.449497	0.444956	0.449402	0.42713	0.427838	0.426688	0.150272	0.1614	0.194403	0.11355	0.128211	0.176155	0.125268	0.080068	0.093019
fibroblasts_fetal_skin_abdomen	20	0.443535	0.091156	0.472125	0.460029	0.459914	0.440255	0.457199	0.444964	0.474764	0.490742	0.455639	0.468139	0.491175	0.491032	0.494515	0.489809	0.477931	0.465058	0.471224	0.468013	0.181175	0.18642	0.189094	0.160966	0.187302	0.208588	0.130458	0.112047	0.119494
fibroblasts_fetal_skin_abdomen	30	0.432138	0.114384	0.449524	0.454173	0.46459	0.442	0.450674	0.478071	0.471644	0.464637	0.469769	0.461843	0.483049	0.471324	0.472983	0.473273	0.471833	0.481003	0.478543	0.454974	0.177678	0.194937	0.209533	0.158116	0.186732	0.212645	0.139703	0.119858	0.123631
fibroblasts_fetal_skin_abdomen	40	0.401863	0.121712	0.444695	0.437859	0.448038	0.42528	0.443562	0.453591	0.461122	0.466429	0.460056	0.464361	0.47994	0.456702	0.468809	0.473094	0.470767	0.488188	0.465011	0.467065	0.172297	0.200017	0.197596	0.166195	0.189534	0.205717	0.142623	0.128195	0.120202
fibroblasts_fetal_skin_abdomen	50	0.42736	0.123209	0.447802	0.442983	0.445987	0.421763	0.446673	0.458697	0.455221	0.448374	0.442318	0.464035	0.460925	0.460699	0.466774	0.461883	0.462251	0.486503	0.47709	0.470253	0.156023	0.17738	0.189194	0.172291	0.196978	0.203858	0.15099	0.103522	0.116856
fibroblasts_fetal_skin_abdomen	60	0.409573	0.133587	0.435906	0.429194	0.430356	0.422289	0.435003	0.447463	0.449728	0.447058	0.444803	0.445258	0.457297	0.444607	0.444923	0.457811	0.453591	0.484391	0.462506	0.464019	0.167196	0.178522	0.192565	0.166974	0.195073	0.201764	0.130976	0.108996	0.109712
fibroblasts_fetal_skin_abdomen	70	0.40181	0.149248	0.433701	0.42979	0.425775	0.425873	0.441754	0.441904	0.438031	0.441263	0.440472	0.431997	0.447484	0.438648	0.451968	0.447606	0.457904	0.481359	0.485532	0.464845	0.163813	0.166093	0.188992	0.163693	0.179143	0.199168	0.142501	0.108672	0.095777
fibroblasts_fetal_skin_abdomen	80	0.406498	0.162049	0.424997	0.424785	0.41747	0.418611	0.431916	0.436161	0.429476	0.429407	0.435901	0.430567	0.44358	0.45007	0.430636	0.44117	0.432515	0.456771	0.478131	0.465422	0.160505	0.174063	0.187386	0.164153	0.180241	0.1921	0.128731	0.110622	0.092856
fibroblasts_fetal_skin_abdomen	90	0.406928	0.158137	0.414072	0.420468	0.415108	0.408682	0.417622	0.404707	0.435355	0.427694	0.434676	0.433449	0.439391	0.433384	0.431724	0.420307	0.428217	0.473115	0.471386	0.45681	0.158947	0.177404	0.18948	0.160047	0.182811	0.18819	0.115538	0.091763	0.085302
fibroblasts_fetal_skin_abdomen	100	0.396974	0.169625	0.407368	0.415105	0.411409	0.414526	0.417095	0.412852	0.415047	0.418641	0.416787	0.425476	0.422022	0.426497	0.444436	0.427304	0.430871	0.459669	0.455408	0.443445	0.153313	0.162929	0.186527	0.157759	0.176856	0.185656	0.128325	0.099515	0.101132

fibroblasts_fetal_skin_back	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fibroblasts_fetal_skin_back	10	0.417909	0.075614	0.437886	0.458771	0.40222	0.454294	0.472348	0.482636	0.472169	0.471136	0.433746	0.494282	0.441725	0.47954	0.459856	0.463184	0.473372	0.442325	0.40545	0.452136	0.231866	0.168258	0.153482	0.174851	0.176717	0.146374	0.136999	0.11741	0.143109
fibroblasts_fetal_skin_back	20	0.455399	0.086375	0.46061	0.474795	0.462838	0.478916	0.483068	0.488734	0.4955	0.496651	0.480011	0.503415	0.501788	0.510554	0.49508	0.501424	0.510388	0.495402	0.483566	0.470701	0.198171	0.196901	0.218261	0.17937	0.187043	0.196748	0.133647	0.159138	0.120194
fibroblasts_fetal_skin_back	30	0.468379	0.097606	0.469492	0.474496	0.45373	0.477958	0.481244	0.496812	0.500391	0.490552	0.478737	0.493686	0.490176	0.505167	0.499442	0.493933	0.495875	0.497536	0.48027	0.47571	0.186874	0.20761	0.20683	0.182663	0.195883	0.214591	0.144573	0.153649	0.122516
fibroblasts_fetal_skin_back	40	0.438149	0.129522	0.442398	0.461537	0.454773	0.464302	0.470064	0.482188	0.483553	0.471742	0.47442	0.481666	0.477598	0.484457	0.478063	0.485205	0.486302	0.506742	0.501624	0.486423	0.186033	0.211036	0.217335	0.171964	0.201714	0.206565	0.160172	0.159513	0.124828
fibroblasts_fetal_skin_back	50	0.42442	0.136709	0.45103	0.458465	0.447879	0.461619	0.47636	0.470647	0.475393	0.475781	0.464552	0.488249	0.474479	0.484167	0.464758	0.474566	0.480241	0.505902	0.499638	0.497197	0.173164	0.200161	0.20145	0.1628	0.205546	0.209876	0.129345	0.126184	0.118816
fibroblasts_fetal_skin_back	60	0.420629	0.163518	0.443103	0.445987	0.432506	0.447067	0.453469	0.471296	0.453299	0.460643	0.465317	0.466381	0.456621	0.469694	0.456055	0.473758	0.47523	0.492058	0.491741	0.459193	0.172472	0.207508	0.207167	0.1633	0.192256	0.204937	0.137503	0.125922	0.095423
fibroblasts_fetal_skin_back	70	0.413415	0.171307	0.442202	0.4544	0.427417	0.449168	0.451704	0.461922	0.464846	0.450927	0.460534	0.456913	0.453833	0.456336	0.453357	0.463266	0.450512	0.482562	0.479254	0.492449	0.170458	0.195639	0.202549	0.164068	0.200751	0.209413	0.132474	0.119104	0.112718
fibroblasts_fetal_skin_back	80	0.418292	0.171985	0.438674	0.428959	0.415328	0.441578	0.447233	0.459004	0.457993	0.432778	0.44367	0.446245	0.452325	0.448774	0.450304	0.449312	0.467971	0.468399	0.488504	0.495644	0.170417	0.191	0.191906	0.149611	0.192139	0.203338	0.134782	0.122868	0.088558
fibroblasts_fetal_skin_back	90	0.414654	0.181847	0.425636	0.436654	0.419936	0.442959	0.438975	0.452124	0.451908	0.438066	0.435713	0.437618	0.455873	0.449274	0.440645	0.433585	0.4259	0.488696	0.473215	0.473329	0.165581	0.183867	0.19044	0.154157	0.18841	0.194896	0.127024	0.119037	0.113479
fibroblasts_fetal_skin_back	100	0.415343	0.146113	0.427917	0.419621	0.404263	0.408916	0.4292	0.443137	0.435702	0.43669	0.439116	0.437224	0.431152	0.438694	0.431588	0.416645	0.427882	0.484143	0.473878	0.483476	0.156085	0.179387	0.182126	0.164424	0.187149	0.197831	0.107067	0.131121	0.110218

fibroblasts_fetal_skin_biceps_left	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fibroblasts_fetal_skin_biceps_left	10	0.413666	0.100424	0.457117	0.473674	0.456676	0.453926	0.473231	0.474818	0.460887	0.48798	0.495783	0.504758	0.474756	0.485321	0.48023	0.498731	0.47141	0.380795	0.385034	0.423756	0.230852	0.203977	0.184979	0.211673	0.202116	0.21768	0.159469	0.127749	0.103605
fibroblasts_fetal_skin_biceps_left	20	0.470412	0.121693	0.489415	0.504307	0.488873	0.476534	0.483285	0.507228	0.505666	0.495954	0.501538	0.518408	0.519885	0.514439	0.508543	0.517567	0.524282	0.493704	0.492726	0.463175	0.210543	0.253757	0.233721	0.194823	0.212009	0.248186	0.170319	0.191307	0.105046
fibroblasts_fetal_skin_biceps_left	30	0.437078	0.1429	0.489109	0.498314	0.476549	0.49058	0.488438	0.505718	0.509283	0.495359	0.491212	0.50887	0.505529	0.513183	0.508412	0.489125	0.513511	0.46104	0.502277	0.507505	0.20062	0.242535	0.242957	0.201416	0.205097	0.245016	0.18047	0.164996	0.150344
fibroblasts_fetal_skin_biceps_left	40	0.440791	0.137386	0.473349	0.495921	0.475079	0.482326	0.488962	0.500937	0.488809	0.499441	0.495666	0.495744	0.498901	0.509547	0.500808	0.493798	0.496316	0.513387	0.488025	0.516659	0.193523	0.234524	0.245086	0.210812	0.220603	0.249518	0.160609	0.164224	0.134002
fibroblasts_fetal_skin_biceps_left	50	0.44433	0.158925	0.467719	0.476453	0.459369	0.477416	0.477966	0.499995	0.502147	0.477636	0.491587	0.495747	0.501498	0.48626	0.474815	0.478635	0.485117	0.511136	0.50071	0.4946	0.200003	0.223315	0.240838	0.195337	0.225992	0.23566	0.169944	0.170042	0.163909
fibroblasts_fetal_skin_biceps_left	60	0.444516	0.178656	0.469106	0.482347	0.462624	0.467386	0.474755	0.490125	0.475382	0.473938	0.47577	0.486048	0.480116	0.48492	0.480396	0.482868	0.488811	0.516291	0.508062	0.501598	0.183667	0.215666	0.239465	0.203954	0.222215	0.227703	0.134498	0.143618	0.134176
fibroblasts_fetal_skin_biceps_left	70	0.438892	0.180806	0.470164	0.464656	0.451072	0.467655	0.459235	0.478932	0.475367	0.474566	0.468175	0.47268	0.474073	0.48629	0.490638	0.473636	0.489486	0.511857	0.507823	0.500681	0.159107	0.213862	0.234083	0.19354	0.224433	0.223505	0.132077	0.166909	0.119202
fibroblasts_fetal_skin_biceps_left	80	0.441055	0.184625	0.45431	0.45957	0.453252	0.458918	0.458982	0.460921	0.457521	0.470695	0.464165	0.479269	0.46254	0.47248	0.461552	0.478712	0.486239	0.504636	0.500412	0.482564	0.156362	0.211817	0.221161	0.192814	0.2115	0.227117	0.125937	0.150441	0.117965
fibroblasts_fetal_skin_biceps_left	90	0.425381	0.165979	0.456616	0.461298	0.448546	0.44762	0.447685	0.4639	0.461627	0.455782	0.458906	0.460559	0.45917	0.456485	0.45072	0.458526	0.470119	0.489578	0.489985	0.492313	0.189774	0.205737	0.215483	0.18284	0.206365	0.232616	0.121978	0.138309	0.113123
fibroblasts_fetal_skin_biceps_left	100	0.424446	0.16732	0.444336	0.453599	0.43655	0.445482	0.449306	0.457834	0.466402	0.442889	0.446731	0.459744	0.463279	0.458242	0.456677	0.465674	0.457944	0.50208	0.489911	0.499973	0.152685	0.198914	0.209732	0.18068	0.201662	0.21866	0.118777	0.123422	0.113063

fibroblasts_fetal_skin_biceps_right	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fibroblasts_fetal_skin_biceps_right	10	0.406342	0.109391	0.4851	0.451197	0.460608	0.451348	0.399877	0.489936	0.459373	0.466881	0.477744	0.472817	0.46737	0.4665	0.490134	0.494793	0.492349	0.426279	0.374201	0.441341	0.199959	0.223441	0.18592	0.149985	0.211204	0.189997	0.151115	0.164614	0.113406
fibroblasts_fetal_skin_biceps_right	20	0.456349	0.111045	0.475665	0.487339	0.500424	0.474925	0.457108	0.505702	0.499183	0.5005	0.492978	0.489066	0.500369	0.490619	0.512707	0.512227	0.504374	0.484557	0.474032	0.485086	0.210194	0.226108	0.212824	0.170269	0.216151	0.212284	0.151428	0.155073	0.146135
fibroblasts_fetal_skin_biceps_right	30	0.437728	0.117769	0.488636	0.49453	0.483847	0.469622	0.466972	0.491508	0.499629	0.504196	0.485822	0.494242	0.498185	0.507125	0.502509	0.500009	0.504386	0.492693	0.494376	0.477637	0.201078	0.220005	0.228633	0.161173	0.215382	0.222012	0.154769	0.154217	0.134114
fibroblasts_fetal_skin_biceps_right	40	0.439403	0.127479	0.488013	0.476756	0.475206	0.467885	0.463639	0.486368	0.493925	0.475665	0.491064	0.47905	0.492989	0.49222	0.487828	0.481277	0.490639	0.506816	0.500914	0.495995	0.183318	0.21692	0.227776	0.178769	0.204348	0.21491	0.152253	0.141325	0.119178
fibroblasts_fetal_skin_biceps_right	50	0.433848	0.128472	0.484059	0.476581	0.466825	0.460782	0.453316	0.473287	0.484019	0.480281	0.48893	0.489625	0.485928	0.489863	0.486049	0.493862	0.487073	0.504201	0.494946	0.494288	0.18407	0.213887	0.218003	0.16901	0.207648	0.223408	0.143612	0.149328	0.121798
fibroblasts_fetal_skin_biceps_right	60	0.451279	0.164461	0.464003	0.463419	0.461714	0.462241	0.458331	0.469979	0.467147	0.471477	0.474716	0.487822	0.488529	0.484706	0.479992	0.479752	0.449147	0.50457	0.505771	0.506994	0.182353	0.207595	0.218595	0.173824	0.204011	0.209556	0.138353	0.135887	0.099406
fibroblasts_fetal_skin_biceps_right	70	0.426759	0.165315	0.463946	0.463554	0.450059	0.452811	0.454655	0.472618	0.468425	0.465552	0.472449	0.466552	0.469228	0.480492	0.448523	0.471616	0.475105	0.51187	0.502094	0.502408	0.175526	0.199166	0.202478	0.172498	0.201169	0.214887	0.140818	0.136751	0.118785
fibroblasts_fetal_skin_biceps_right	80	0.437413	0.158521	0.456179	0.455955	0.456517	0.437071	0.441001	0.460388	0.46015	0.445752	0.454478	0.457964	0.474569	0.47601	0.463804	0.469082	0.467812	0.501969	0.507221	0.503021	0.177921	0.201454	0.199336	0.167377	0.198136	0.204425	0.124092	0.133341	0.091543
fibroblasts_fetal_skin_biceps_right	90	0.419283	0.147857	0.426529	0.44565	0.44026	0.442777	0.436796	0.45437	0.453468	0.45511	0.453557	0.425948	0.448339	0.454293	0.459799	0.463508	0.463303	0.495898	0.497322	0.484744	0.174335	0.198784	0.20209	0.147318	0.194775	0.204119	0.124887	0.129972	0.110623
fibroblasts_fetal_skin_biceps_right	100	0.412374	0.141265	0.442072	0.434983	0.435306	0.446218	0.433517	0.445565	0.446483	0.443995	0.434485	0.452393	0.441463	0.44941	0.455573	0.435198	0.461162	0.49308	0.494041	0.49076	0.174083	0.201589	0.190023	0.153293	0.186434	0.194028	0.124606	0.115762	0.094055

fibroblasts_fetal_skin_quadriceps_left	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fibroblasts_fetal_skin_quadriceps_left	10	0.29824	0.052905	0.420239	0.428884	0.429948	0.424158	0.428936	0.429474	0.43256	0.450571	0.445309	0.432334	0.453732	0.428407	0.416621	0.433533	0.449696	0.3916	0.357725	0.397121	0.064979	0.124079	0.081328	0.09446	0.099282	0.090745	0.015098	0.081615	0.035809
fibroblasts_fetal_skin_quadriceps_left	20	0.400645	0.078293	0.435578	0.430529	0.433453	0.427579	0.437502	0.439449	0.45392	0.436067	0.447717	0.44388	0.455595	0.447377	0.425994	0.458582	0.450034	0.443783	0.425615	0.426893	0.107948	0.132177	0.123227	0.120747	0.128874	0.133216	0.096077	0.11051	0.083721
fibroblasts_fetal_skin_quadriceps_left	30	0.372073	0.080217	0.427195	0.416042	0.425533	0.417189	0.413384	0.428108	0.439943	0.43447	0.444409	0.435184	0.425117	0.430651	0.431929	0.446071	0.442773	0.423308	0.428152	0.443098	0.123744	0.13839	0.134947	0.120374	0.136623	0.148236	0.102951	0.108042	0.08753
